transaction_id,user_id,amount,transaction_type,merchant_category,country,hour,device_risk_score,ip_risk_score,is_fraud,ml_risk_score,ml_risk_band
8745,865,154.71804286403912,Online,Grocery,FR,9,0.1640808974863007,0.030920377220238,0,0.13,Low
2730,375,103.78133891952018,ATM,Grocery,US,17,0.2061667497297035,0.1443677662279165,0,0.26,Low
4155,826,54.19831276462013,ATM,Grocery,TR,22,0.0920109879002678,0.0108381174854457,0,0.03,Low
4298,847,91.65205846735248,QR,Food,TR,18,0.2663406894669032,0.1302051708422683,0,0.37,Low
9139,769,135.33542351011545,POS,Grocery,FR,16,0.0731185041035093,0.0833049940210806,0,0.05,Low
3983,271,64.96868148807118,POS,Grocery,TR,16,0.0199041298134459,0.2453589853498115,0,0.12,Low
8777,568,117.16488454620772,POS,Food,DE,10,0.1274318614028286,0.2934155658245432,0,0.56,Low
2140,719,174.589108171203,Online,Clothing,FR,6,0.1654247257739615,0.2109866241018303,0,0.88,Low
3084,161,98.82222998896228,ATM,Food,TR,19,0.1993176693246919,0.0508497547015927,0,0.13,Low
7706,557,101.63738237647,POS,Food,TR,15,0.0784123710075319,0.1608796426678706,0,0.12,Low
7574,421,138.32723758855823,POS,Electronics,FR,8,0.264077776125419,0.1512479524978255,0,0.59,Low
4233,561,118.62598335458355,ATM,Travel,FR,15,0.0186314610537625,0.0569573323660928,0,0.04,Low
3826,920,109.3592013744292,ATM,Electronics,TR,8,0.059522479110593,0.0296898726672156,0,0.07,Low
8966,430,140.4680036005251,POS,Grocery,US,9,0.011949904997837,0.101848813006711,0,0.06,Low
5329,968,120.11759942271706,POS,Clothing,FR,19,0.0827589511499072,0.2299784060948967,0,0.19,Low
6819,927,50.680696435170574,POS,Travel,TR,12,0.284411500347179,0.2144245321317094,0,0.92,Low
1711,813,173.9763601759259,ATM,Electronics,TR,9,0.0030567717827391,0.0909519423799498,0,0.08,Low
8484,879,53.2537959280578,POS,Electronics,FR,19,0.2647985061944684,0.0966700613416593,0,0.16,Low
7710,984,26.69304333541793,Online,Electronics,US,17,0.2521844631120222,0.1027052956474182,0,0.19,Low
4048,798,79.4225525848626,ATM,Food,US,8,0.0131210457693155,0.1470069861467162,0,0.1,Low
4570,566,3.625878623295307,POS,Food,US,20,0.2182522730324213,0.2374910585964388,0,0.31,Low
5474,94,123.1393693264154,Online,Food,UK,12,0.2171114882008637,0.0578347143611967,0,0.23,Low
4669,656,90.12027156388204,Online,Clothing,US,19,0.1595477600070267,0.2543958333765973,0,0.46,Low
2459,900,49.77455845335883,QR,Electronics,DE,10,0.2638938638428773,0.0652039387707223,0,0.24,Low
8065,822,91.05626975759722,Online,Clothing,FR,16,0.1377325482114759,0.2797528842122726,0,0.54,Low
2577,71,127.58261342895372,QR,Clothing,UK,15,0.2187607599788224,0.1226037875114424,0,0.44,Low
3055,29,115.13384467114868,Online,Clothing,US,12,0.227314131694864,0.2435908853140819,0,1.14,Low
7148,370,159.54442682243848,Online,Electronics,DE,15,0.1882386571796466,0.2722497398464544,0,0.68,Low
7100,122,5.48290988664732,ATM,Grocery,FR,15,0.045148253512718,0.1057934500591298,0,0.05,Low
9046,904,139.829715136147,Online,Travel,DE,18,0.0315103721629838,0.1687592612401153,0,0.08,Low
6599,550,122.59530988166684,Online,Clothing,US,13,0.0041265598392516,0.1266117979988969,0,0.08,Low
7821,289,165.54413633443482,Online,Electronics,UK,18,0.0703632827392265,0.2276929700138286,0,0.21,Low
4263,81,132.90337877784268,POS,Electronics,FR,10,0.0934022805603959,0.1684848876891333,0,0.16,Low
2421,851,47.642508611002135,POS,Electronics,FR,22,0.1673007578124903,0.0514210841473445,0,0.04,Low
9424,180,101.84526692765073,ATM,Food,DE,23,0.2474308322806208,0.0749473464941399,0,0.15,Low
858,422,107.18823215542923,ATM,Grocery,FR,23,0.1791945499611655,0.0701859538906357,0,0.08,Low
2617,886,91.43583377679064,QR,Grocery,TR,16,0.2389992556121703,0.2610743228284792,0,0.9,Low
6602,687,138.70897592716133,Online,Electronics,UK,7,0.0643962309298117,0.0729601903415649,0,0.11,Low
7364,864,103.36299797624488,POS,Grocery,DE,14,0.113490895160399,0.2005185477624474,0,0.19,Low
8924,383,115.47299980017276,ATM,Travel,UK,9,0.2455626135516413,0.0404125824697421,0,0.33,Low
5516,236,108.86896702921398,ATM,Clothing,TR,17,0.0088844358771488,0.0635531888557653,0,0.05,Low
430,644,101.36278161802896,ATM,Travel,FR,6,0.0256850471893064,0.1665511851119688,0,0.15,Low
780,963,124.61197322324276,Online,Travel,FR,10,0.0506555388914112,0.0582846583924827,0,0.06,Low
3134,313,136.82068722680066,ATM,Clothing,FR,6,0.1177676392833821,0.0119404611846893,0,0.13,Low
6656,225,96.46399755498938,POS,Grocery,TR,21,0.010938494739082,0.0174155877906823,0,0.02,Low
1619,469,11.670064029302536,POS,Travel,UK,15,0.0102738150373022,0.1449002648173685,0,0.05,Low
6718,671,76.32103400909968,POS,Grocery,TR,6,0.1315186394436656,0.2124975400646589,0,0.41,Low
4444,573,46.347452064676695,QR,Food,UK,19,0.1899341999018619,0.1057544733967601,0,0.15,Low
4224,49,55.52541297557765,ATM,Food,FR,6,0.0819169121683096,0.137748665373718,0,0.16,Low
4045,196,169.04032942275046,POS,Food,TR,15,0.0752278552527995,0.2474212583893864,0,0.27,Low
8807,399,136.97009075116023,Online,Food,UK,21,0.2678971292525244,0.159062770700477,0,0.46,Low
5198,935,91.08125401958635,Online,Travel,UK,20,0.1681825772928388,0.1089065343859067,0,0.14,Low
4094,466,209.8044779648408,QR,Food,DE,19,0.1318268787023069,0.1122927258414708,0,0.13,Low
9468,739,50.13743827714536,POS,Clothing,US,12,0.1116919021400359,0.2071592207282108,0,0.26,Low
8627,507,101.92427641704636,ATM,Food,DE,7,0.1227364906691551,0.0561032362247993,0,0.12,Low
9637,560,1148.3781142450566,POS,Travel,DE,19,0.9457090365115758,0.8356164711703118,1,99.95,Severe
4098,541,123.57642420876196,Online,Clothing,US,7,0.2138955716428217,0.2250940692585907,0,1.22,Low
4554,390,184.844490979032,POS,Food,US,13,0.0228809153001969,0.2030070771088528,0,0.13,Low
9711,935,952.5479053919956,QR,Travel,UK,20,0.7836105783236501,0.9855213091060347,1,99.93,Severe
5481,532,104.4178995578036,Online,Food,FR,6,0.1916519243195703,0.1057119919692751,0,0.3,Low
9939,291,2865.421641083602,ATM,Food,TR,13,0.8348428961233149,0.904303826209608,1,100.0,Severe
2670,770,94.99402990193762,QR,Travel,DE,8,0.0669034136327285,0.0503506054497492,0,0.07,Low
6904,310,1.0,POS,Food,DE,14,0.1105089221114371,0.2025404875123998,0,0.14,Low
5261,594,32.68619383840704,POS,Food,UK,17,0.1457751822549241,0.0666246154530764,0,0.07,Low
5119,413,78.25866043661317,ATM,Clothing,UK,17,0.2390064359267312,0.1289880462835566,0,0.46,Low
1286,384,87.00080373736473,POS,Travel,TR,17,0.1745919314632508,0.0038651628399246,0,0.07,Low
3477,282,122.41985082648074,Online,Electronics,FR,13,0.2458539319136451,0.1852440354568406,0,0.54,Low
7000,992,74.8914246573711,POS,Grocery,UK,6,0.2457665910046143,0.0450982200104393,0,0.28,Low
4910,471,200.5075425044567,QR,Food,US,20,0.177455684889291,0.0125073109351289,0,0.08,Low
7867,362,97.60850769010432,POS,Clothing,FR,9,0.0015202916512892,0.2552094910356927,0,0.21,Low
2909,26,111.9967638862463,QR,Grocery,UK,11,0.0599936841825377,0.0256737876753616,0,0.05,Low
3556,116,84.7203866242792,Online,Grocery,DE,6,0.1010236789296844,0.1993266304133687,0,0.29,Low
1062,438,104.45503833519383,POS,Electronics,DE,16,0.1883321280090404,0.1885833863772557,0,0.26,Low
7850,966,96.87859312624346,QR,Travel,DE,6,0.2919247990599973,0.039062499832561,0,0.39,Low
3658,332,75.0700982162913,ATM,Grocery,DE,20,0.1022133050232909,0.2791777912296977,0,0.25,Low
5505,192,36.12910259338076,ATM,Food,US,7,0.0892649893292172,0.058524937678039,0,0.08,Low
8275,596,102.74316435780707,Online,Travel,US,23,0.0033562288631217,0.1146917790352362,0,0.03,Low
7595,666,90.70496524121664,POS,Electronics,US,7,0.2419137646815676,0.114458060041054,0,0.37,Low
9723,631,2830.4336256815195,POS,Clothing,US,4,0.9251573393310356,0.7427565816549759,1,100.0,Severe
5772,258,95.92530670202538,ATM,Travel,US,10,0.1604574221105487,0.1205271503507062,0,0.24,Low
5378,707,146.73350790502673,Online,Food,DE,6,0.2912353971097082,0.1949382380269708,0,1.44,Low
6053,258,65.08888838307519,POS,Electronics,FR,11,0.145435860378998,0.2927562038030786,0,0.48,Low
7396,309,103.4943997934704,POS,Food,UK,13,0.2819132340093351,0.1661318151718537,0,0.69,Low
20,733,133.63128804359764,POS,Clothing,US,16,0.1866851324860506,0.2734289398300148,0,0.78,Low
170,590,58.46892097276776,QR,Clothing,FR,12,0.0379919707010953,0.0674814845407813,0,0.06,Low
641,605,82.70095845487546,POS,Travel,US,20,0.1573565255946134,0.1892699534873332,0,0.17,Low
3354,920,82.75751237967297,Online,Food,UK,23,0.293356678207243,0.2038087683637552,0,0.6,Low
1423,194,99.23809767499569,QR,Food,DE,22,0.1590644577502392,0.1389549414163541,0,0.12,Low
2254,824,190.5151305002081,QR,Travel,TR,18,0.2332580673786045,0.0604324484409517,0,0.23,Low
1640,649,128.30934682105283,ATM,Food,DE,18,0.0202981572104171,0.23499699832519,0,0.13,Low
7264,52,184.9006580751744,ATM,Food,DE,16,0.2839151467121248,0.1594095215527236,0,0.71,Low
9223,554,116.58940158548047,POS,Food,DE,7,0.1900830096845877,0.137320131617093,0,0.33,Low
9507,706,2705.985689932241,QR,Electronics,FR,10,0.7666914162036504,0.803170603796962,1,100.0,Severe
6208,457,91.64444360506614,ATM,Grocery,UK,11,0.0589537513750155,0.189254863115476,0,0.2,Low
9248,355,95.6771289713498,POS,Food,US,15,0.0378444467406384,0.1888138537278521,0,0.09,Low
1004,140,28.793879417103117,Online,Travel,TR,8,0.1389189828016998,0.144703084569777,0,0.24,Low
4876,773,80.66033310713371,ATM,Food,FR,13,0.2873580502143676,0.1709294329153685,0,0.69,Low
1049,777,147.63798445970951,POS,Clothing,DE,12,0.127584397150147,0.2647858681293775,0,0.59,Low
7330,393,11.073236540272362,POS,Clothing,UK,16,0.1705884984838136,0.0844608027941872,0,0.14,Low
5266,3,168.75272455823546,Online,Food,TR,11,0.0276605677963402,0.2042804550302055,0,0.2,Low
6209,546,135.1096455824815,POS,Food,DE,6,0.1423762917384202,0.1641147554578631,0,0.31,Low
1515,193,124.65849171194183,ATM,Travel,TR,8,0.0256601463123173,0.1462111826629118,0,0.15,Low
4154,221,141.23351966597565,QR,Travel,TR,19,0.2892007545034128,0.1568061162827131,0,0.6,Low
1078,833,56.93184735252259,POS,Food,UK,16,0.1599881115441323,0.1584369323277391,0,0.19,Low
4650,511,141.42515399100083,POS,Clothing,DE,21,0.0225637470632964,0.1134523060505798,0,0.05,Low
4181,730,170.6530421752021,ATM,Clothing,FR,12,0.1978830378107819,0.2126288078394296,0,0.87,Low
8490,752,186.90733791630697,POS,Clothing,US,8,0.0367258997117269,0.2071210141790947,0,0.27,Low
4305,481,88.35448962548779,POS,Travel,TR,17,0.0190876387623894,0.2648651820502199,0,0.15,Low
2148,184,166.93889852105312,POS,Travel,UK,18,0.0249448058206589,0.1088704737971774,0,0.06,Low
6610,49,120.97752209569563,POS,Travel,DE,15,0.2064157886206277,0.1143649604011028,0,0.2,Low
4346,131,99.22645776164772,ATM,Travel,US,9,0.1953801578754673,0.0643875218947914,0,0.22,Low
2021,375,149.30419457388555,Online,Food,UK,16,0.1268871830659469,0.1378097044938023,0,0.18,Low
6992,603,96.03369018118931,ATM,Travel,TR,19,0.2238354948951917,0.1751550914387842,0,0.4,Low
7122,951,126.7253774103356,QR,Food,US,11,0.1590983572873898,0.0212916552004161,0,0.1,Low
8520,667,152.33241804208896,Online,Travel,TR,10,0.0563078342174803,0.1462687928473978,0,0.16,Low
7995,854,96.40617352071676,ATM,Travel,FR,6,0.0254030309377672,0.0525218348744812,0,0.06,Low
4436,966,202.57871609101105,Online,Food,DE,20,0.1411092321934243,0.1146009979216523,0,0.13,Low
5807,366,22.28109604381996,POS,Travel,FR,11,0.2986620431217556,0.0715588959341732,0,0.28,Low
2714,92,147.02335038607148,Online,Grocery,TR,6,0.2006746390266324,0.107573205936064,0,0.43,Low
9984,63,2995.346497712466,ATM,Grocery,NG,11,0.8636356014519898,0.8870338381803063,1,100.0,Severe
7375,234,167.08601443600577,Online,Clothing,US,10,0.0832032216818413,0.1026452154049838,0,0.17,Low
251,809,141.2977077810032,Online,Food,UK,22,0.1077652446432062,0.0565758312170355,0,0.06,Low
9820,840,10.0,Online,Travel,DE,18,0.7457403542065856,0.9018426585743984,1,97.48,Severe
9929,735,2400.7327786589312,QR,Food,NG,15,0.9852015969886676,0.9825089941816368,1,100.0,Severe
3481,657,80.76879119679096,ATM,Electronics,UK,11,0.1506688914871463,0.2967642336591382,0,0.84,Low
9701,64,1489.0513114868616,Online,Food,US,14,0.7855839744769192,0.700734362078897,1,99.89,Severe
3952,44,92.19931702883724,POS,Travel,UK,8,0.0339578782197464,0.2673053263270433,0,0.3,Low
7112,904,41.188537383125656,Online,Clothing,FR,7,0.2825878407582026,0.1333751036424036,0,0.77,Low
3741,708,103.14167864596703,POS,Electronics,DE,20,0.002402190350345,0.1944238232590211,0,0.05,Low
5296,433,151.13802783206123,QR,Food,TR,19,0.0497271578886644,0.1512970330417131,0,0.09,Low
9795,537,22.168429062989272,ATM,Clothing,US,4,0.9900607647149674,0.9207362300945698,1,99.9,Severe
1956,267,93.9240160899881,ATM,Grocery,US,6,0.0250992412686604,0.048334679138635,0,0.06,Low
8908,282,10.352471135790324,POS,Electronics,US,13,0.2484163258618082,0.0614479518767684,0,0.14,Low
5878,69,167.47212528194126,Online,Food,FR,22,0.2778528033299613,0.1759721278119898,0,0.46,Low
6637,662,70.38097697563127,POS,Food,US,7,0.2100279570964294,0.2207941815365396,0,0.65,Low
2984,414,64.23687403424105,QR,Clothing,FR,10,0.0717344482486181,0.089098377701619,0,0.1,Low
5182,709,90.01681629067922,ATM,Food,TR,20,0.0353123512506904,0.1662214361657013,0,0.08,Low
6129,215,74.05664160234895,Online,Grocery,TR,18,0.170259495749982,0.1705658477191028,0,0.23,Low
4067,593,102.35171820042515,ATM,Grocery,UK,19,0.0980763231592013,0.1352837659637552,0,0.11,Low
4006,66,177.80522187635415,ATM,Electronics,US,18,0.2228297712376049,0.2071961914933639,0,0.54,Low
5227,311,27.767041415835408,POS,Travel,FR,10,0.1603283006945088,0.16129141890175,0,0.2,Low
4087,216,1.0,Online,Grocery,DE,7,0.236457095222062,0.019811562560646,0,0.15,Low
5935,791,88.52199134981399,Online,Clothing,TR,12,0.1117499459251283,0.2410369883876566,0,0.5,Low
1051,344,56.41126295153684,QR,Grocery,TR,9,0.2242612103605821,0.2287049109816349,0,0.85,Low
4121,547,137.58119805231786,POS,Travel,TR,19,0.2272238936627192,0.1448455172285468,0,0.3,Low
2322,667,111.50302021917,Online,Clothing,TR,22,0.2805138790657878,0.1660993436497409,0,0.61,Low
1278,206,3.5659282568578874,ATM,Clothing,FR,10,0.2235609153778892,0.238608515975417,0,0.91,Low
2009,35,125.41564780812617,QR,Food,US,17,0.1813931506553344,0.1020386326059438,0,0.16,Low
2262,842,171.0309146387004,ATM,Grocery,DE,6,0.2050914560115155,0.1617991556699571,0,0.66,Low
239,784,65.40343388306795,Online,Electronics,FR,7,0.2373464316884155,0.0616181660164295,0,0.24,Low
3199,846,1.0,ATM,Electronics,US,21,0.0503177612816934,0.078092533014859,0,0.03,Low
5197,486,36.85773751158175,QR,Grocery,TR,13,0.1319638267405493,0.0534835288365567,0,0.08,Low
2889,781,128.6988350415839,Online,Electronics,US,14,0.2881095385574039,0.0948720427628656,0,0.38,Low
5434,690,64.04832020187536,ATM,Travel,TR,7,0.0621578959805861,0.096866809305325,0,0.12,Low
2581,508,19.30044364519499,Online,Electronics,DE,8,0.2171093799776257,0.1665712521987833,0,0.38,Low
8204,891,25.708338022640817,Online,Electronics,US,11,0.0987119729270098,0.0040567163834525,0,0.04,Low
5352,473,176.67504204901547,Online,Food,US,15,0.0046139562996892,0.1206243447992925,0,0.06,Low
5148,203,184.8395549370144,Online,Electronics,UK,15,0.1641499153822326,0.0558278629753751,0,0.14,Low
2879,803,107.83294161575502,POS,Food,DE,12,0.1973556810437351,0.2511334904789206,0,0.6,Low
6626,973,158.6614545646749,POS,Clothing,DE,18,0.2795415809630053,0.2125055130014689,0,0.92,Low
9728,572,10.0,ATM,Clothing,US,16,0.8494823441194108,0.7982471022568695,1,98.46,Severe
814,660,64.69356939069473,QR,Grocery,TR,11,0.1351664744573958,0.1261274377768512,0,0.18,Low
8226,896,102.42695699113176,POS,Food,DE,15,0.0617943620703365,0.2694964754705525,0,0.2,Low
8156,540,134.5592079188621,POS,Travel,UK,6,0.280376948810131,0.0436490830479741,0,0.44,Low
4812,139,109.53653633035574,POS,Food,FR,11,0.0272102965064632,0.2905077846413661,0,0.23,Low
7788,627,148.32702074997067,POS,Electronics,UK,14,0.054303822150274,0.0321815787460224,0,0.04,Low
7343,773,111.921992219417,QR,Clothing,US,8,0.1804850156522829,0.0389298260424963,0,0.21,Low
4026,507,91.0699835283223,QR,Electronics,UK,23,0.0899610621880722,0.1642438956353895,0,0.09,Low
316,117,101.61271145304784,ATM,Grocery,TR,23,0.1650491481063993,0.0232553733135172,0,0.06,Low
5012,241,92.99094031945714,POS,Clothing,US,17,0.2128861474376736,0.1860235807319641,0,0.41,Low
8314,441,65.07234753086412,QR,Grocery,UK,12,0.0446471378353085,0.293939739086495,0,0.32,Low
1635,954,14.23573912735003,QR,Clothing,FR,22,0.1016802497560712,0.2438075993439364,0,0.18,Low
2906,20,105.90079820539528,POS,Food,FR,22,0.0108584559992276,0.160513923311363,0,0.04,Low
7826,127,77.82567804908726,Online,Electronics,UK,10,0.04381698059603,0.2375198380733238,0,0.23,Low
1848,510,110.93823683923854,QR,Travel,UK,17,0.0266136099378844,0.1034714963320437,0,0.06,Low
6186,762,65.06515323705958,Online,Clothing,US,21,0.1714951477604676,0.0797536669133769,0,0.11,Low
4474,886,98.10501688907176,ATM,Electronics,TR,18,0.163919985239644,0.1681760329013755,0,0.24,Low
560,570,162.85513903275972,POS,Clothing,FR,7,0.0086454383617664,0.2214786846114508,0,0.23,Low
4685,93,48.21486610934444,QR,Food,UK,19,0.252913072375418,0.0472855220424273,0,0.15,Low
9500,438,1927.7040511956247,POS,Grocery,NG,21,0.9961891088026268,0.799185119524477,1,100.0,Severe
2985,338,102.77056279928831,Online,Clothing,UK,23,0.0463844063492959,0.1057910791744504,0,0.06,Low
4996,128,77.20586323139904,Online,Electronics,TR,17,0.0609355044620365,0.2078098279201615,0,0.13,Low
4499,679,23.017029052355586,Online,Grocery,TR,12,0.0782756825817281,0.1890734088108968,0,0.16,Low
383,518,148.6952559996614,QR,Grocery,TR,10,0.010698780275738,0.0668646405963987,0,0.06,Low
7817,343,135.67987442786554,ATM,Travel,US,23,0.1373413314796936,0.1720813432074826,0,0.16,Low
9345,600,128.14054849750437,ATM,Travel,US,18,0.0051393263073573,0.1764152072317532,0,0.08,Low
9211,601,86.77631079515447,Online,Clothing,TR,10,0.0972150395383573,0.0899958428933836,0,0.16,Low
1041,467,84.6221632409369,QR,Clothing,US,11,0.2545209664586506,0.1071545847266246,0,0.48,Low
8650,76,51.183034037261486,QR,Electronics,FR,14,0.0831412453352322,0.1800691476555441,0,0.12,Low
3464,177,40.99925599528567,POS,Travel,UK,10,0.2534583682937685,0.2312359856330509,0,0.93,Low
6571,537,107.21791441127164,POS,Food,DE,10,0.0921113111192513,0.1921155105642353,0,0.19,Low
3567,682,71.38563137028488,POS,Food,US,10,0.253525305832807,0.1476020089423281,0,0.44,Low
2597,25,33.754199028876826,POS,Clothing,DE,7,0.0269777092163052,0.0889808293965953,0,0.07,Low
2858,878,163.75622023305715,QR,Food,FR,8,0.2166042697180782,0.1892767286227981,0,0.71,Low
4107,721,36.31285573170921,Online,Food,TR,13,0.1375336232247258,0.0279789103692741,0,0.07,Low
4195,483,161.70849293956877,QR,Electronics,UK,23,0.2686641253307296,0.0021600397689395,0,0.12,Low
4821,747,31.58753775094921,Online,Electronics,TR,19,0.0688226608172864,0.0611817198768182,0,0.04,Low
6518,947,73.39353113011228,POS,Electronics,US,20,0.2940348929844714,0.0850055504960445,0,0.19,Low
4603,179,38.74082507141628,POS,Travel,FR,13,0.2781387103681614,0.1071695186004067,0,0.29,Low
5156,782,177.57188829446443,Online,Electronics,TR,22,0.0890811686287381,0.034261715526655,0,0.04,Low
7602,880,96.29586689669053,ATM,Grocery,DE,7,0.0524438742117986,0.2378377483087929,0,0.28,Low
9307,63,143.7802465410959,Online,Clothing,FR,12,0.1833455726563804,0.2925174577536245,0,1.22,Low
9575,622,1110.128547115012,ATM,Electronics,US,4,0.9758575876519088,0.8340836750038032,1,99.99,Severe
2344,569,101.93511473787817,QR,Electronics,TR,10,0.299529751487618,0.165355861115955,0,0.96,Low
2379,183,103.22690315048612,ATM,Electronics,UK,11,0.0538553902581478,0.1862793074383466,0,0.18,Low
3176,598,123.4118804848444,Online,Travel,US,20,0.2867446882864885,0.0164044462992005,0,0.16,Low
7796,604,23.93701801608698,Online,Grocery,TR,13,0.2150193621370315,0.1447173410334895,0,0.3,Low
9138,110,111.04381130432633,Online,Clothing,FR,17,0.2892636613577881,0.047701054229884,0,0.29,Low
3299,210,99.46287266746025,ATM,Food,FR,23,0.178716916859652,0.2478650869507155,0,0.32,Low
5656,199,182.63427323409724,QR,Clothing,DE,11,0.234107748798263,0.2298207200607838,0,1.34,Low
1781,767,81.49683577474102,ATM,Clothing,FR,10,0.038018052705293,0.2776902031269955,0,0.37,Low
8105,809,149.5498089862475,QR,Grocery,DE,12,0.1961928442370237,0.280128445459404,0,0.93,Low
688,660,129.50023805522355,ATM,Travel,TR,23,0.0086736859614278,0.2871517044144214,0,0.16,Low
9119,684,104.9351984207669,QR,Food,TR,15,0.159320659834331,0.0167580488881144,0,0.08,Low
2963,953,56.0180533638532,POS,Clothing,DE,7,0.1642569012593232,0.2900885703236527,0,0.98,Low
4977,873,95.13094970432662,QR,Electronics,DE,19,0.0748059732401059,0.2745115573954828,0,0.19,Low
842,868,111.56288735920418,POS,Clothing,TR,21,0.1535900773471842,0.080876234309351,0,0.11,Low
5231,877,186.93991804754344,Online,Food,US,22,0.0445038827301801,0.0542360755546546,0,0.03,Low
71,684,88.56324868706241,POS,Clothing,US,9,0.1876929832569881,0.2528514403489114,0,0.88,Low
4538,339,1.0,ATM,Clothing,TR,10,0.2148537985678126,0.0059787356080831,0,0.17,Low
6903,59,29.849946648623003,QR,Electronics,FR,16,0.1664083867030697,0.1786031327590168,0,0.18,Low
6091,301,81.14933585066046,QR,Electronics,UK,10,0.0611291367446989,0.1812589970680812,0,0.17,Low
1077,366,72.25003059428948,POS,Clothing,UK,10,0.2441093143679727,0.2712736488728986,0,1.67,Low
9754,616,1094.0919092665442,ATM,Electronics,TR,9,0.9962314777925828,0.8968234201246841,1,99.99,Severe
8773,486,93.83509767905008,ATM,Food,UK,23,0.1212439914846439,0.026808828247771,0,0.05,Low
3702,24,118.60833811830544,POS,Clothing,DE,17,0.067547212928351,0.1518293947022948,0,0.11,Low
5176,354,91.22143954079785,Online,Grocery,DE,22,0.0542810146230334,0.2461808779052374,0,0.12,Low
8888,256,115.03297244429837,POS,Travel,FR,18,0.0588128347290375,0.2569814641953993,0,0.16,Low
6462,641,49.95954029786531,Online,Grocery,DE,6,0.0408918958478088,0.2175407456118534,0,0.19,Low
3102,59,26.8558031130284,ATM,Food,FR,10,0.0916235653846465,0.0963609242906415,0,0.09,Low
7899,960,7.678917047374952,POS,Travel,DE,22,0.0204967486714859,0.0905074792379388,0,0.02,Low
2052,824,75.47381737342134,QR,Food,DE,14,0.0828862436970557,0.0930971924545704,0,0.07,Low
6723,214,101.34147654624074,POS,Electronics,US,8,0.0767863771359625,0.221206723944644,0,0.23,Low
7907,438,89.86601624644128,QR,Clothing,DE,19,0.1387772194762708,0.2397810943189278,0,0.34,Low
434,433,1.0,Online,Grocery,TR,20,0.2054392726537876,0.035571110890821,0,0.08,Low
3457,426,137.05825236632694,QR,Food,TR,15,0.251591799886441,0.024081830506954,0,0.2,Low
987,887,65.1085355873051,Online,Electronics,US,16,0.2966184737660575,0.1670549050678632,0,0.52,Low
5612,364,97.61459216620516,QR,Food,FR,9,0.1648819191160939,0.2750318104450385,0,0.73,Low
